X,Y,objectid,unique_record_id,ga_id,unique_site_id,authority,licence_no,co_located,facility_management_type,facility_infastructure_type,facility_owner,facility_name,state,address,suburb,postcode,operational_status,spatial_confidence,capture_method,gnaf_address_detail_pid,gnaf_formatted_address,gnaf_suburb,gnaf_postcode,gnaf_confidence,gnaf_date_created,gnaf_date_last_modfied,gnaf_date_retired
125.689788,-18.337979,1939,WASTWA495,1871,WA00391,,,,DISPOSAL,LANDFILL – PUTRESCIBLE,JOY SPRINGS COMMUNITY,JOY SPRINGS COMMUNITY WASTE MANAGEMENT FACILITY,WA,,ST GEORGE RANGES,6728,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
115.0999965,-30.299207,1940,WASTWA496,,WA00392,,,YES,DROP-OFF,TRANSFER STATION,DANDARAGAN SHIRE COUNCIL,JURIEN BAY WASTE MANAGEMENT FACILITY,WA,CANOVER ROAD,JURIEN BAY,6516,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
115.0999965,-30.299207,1941,WASTWA497,,WA00392,DWER WA,,YES,DISPOSAL,LANDFILL – PUTRESCIBLE,DANDARAGAN SHIRE COUNCIL,JURIEN BAY WASTE MANAGEMENT FACILITY,WA,CANOVER ROAD,JURIEN BAY,6516,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
128.184738,-16.875154,1942,WASTWA498,1870,WA00393,,,,DISPOSAL,LANDFILL – PUTRESCIBLE,JUWURLINJI COMMUNITY,JUWURLINJI COMMUNITY WASTE MANAGEMENT FACILITY,WA,,DURACK,6743,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
124.93974,-18.820638,1943,WASTWA499,1869,WA00394,,,,DISPOSAL,LANDFILL – PUTRESCIBLE,KADJINA COMMUNITY,KADJINA COMMUNITY WASTE MANAGEMENT FACILITY,WA,,ST GEORGE RANGES,6728,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
117.021856,-30.2128385,1944,WASTWA502,,WA00397,DWER WA,,,DISPOSAL,LANDFILL – PUTRESCIBLE,DALWALLINU SHIRE COUNCIL,KALANNIE LANDFILL,WA,"NINGHAN LOCATION 1130, COTTAGE ROAD",XANTIPPE,6609,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
114.2083605,-27.7136055,1945,WASTWA503,,WA00398,DWER WA,,YES,DISPOSAL,LANDFILL – INERT,NORTHAMPTON SHIRE COUNCIL,KALBARRI WASTE MANAGEMENT FACILITY,WA,PORTER ROAD,KALBARRI,6536,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
114.2083605,-27.7136055,1946,WASTWA504,,WA00398,,,YES,DROP-OFF,TRANSFER STATION,NORTHAMPTON SHIRE COUNCIL,KALBARRI WASTE MANAGEMENT FACILITY,WA,PORTER ROAD,KALBARRI,6536,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
126.6196,-14.2653,1947,WASTWA517,,WA00411,DWER WA,,,DISPOSAL,LANDFILL – NOT CLASSIFIED,BRYAN MILLER,KALUMBURU LANDFILL,WA,,DRYSDALE RIVER,6740,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
126.619093,-14.265707,1948,WASTWA518,1868,WA00412,,,,DISPOSAL,LANDFILL – PUTRESCIBLE,KALUMBURU COMMUNITY,KALUMBURU COMMUNITY WASTE MANAGEMENT FACILITY,WA,,DRYSDALE RIVER,6740,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
121.653497,-31.218431,1949,WASTWA519,,WA00413,,,YES,DROP-OFF,TRANSFER STATION,COOLGARDIE SHIRE COUNCIL,KAMBALDA LANDFILL FACILITY,WA,DUMP ROAD,KAMBALDA EAST,6442,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
121.653497,-31.218431,1950,WASTWA520,,WA00413,DWER WA,,YES,DISPOSAL,LANDFILL – PUTRESCIBLE,COOLGARDIE SHIRE COUNCIL,KAMBALDA LANDFILL FACILITY,WA,DUMP ROAD,KAMBALDA EAST,6442,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
125.838004,-14.823074,1951,WASTWA525,1867,WA00418,,,,DISPOSAL,LANDFILL – PUTRESCIBLE,KANDIWAL COMMUNITY,KANDIWAL COMMUNITY WASTE MANAGEMENT FACILITY,WA,,MITCHELL PLATEAU,6740,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
118.672372,-26.1277709999999,1952,WASTWA526,1866,WA00419,,,,DISPOSAL,LANDFILL – PUTRESCIBLE,KARALUNDI COMMUNITY,KARALUNDI COMMUNITY WASTE MANAGEMENT FACILITY,WA,,KARALUNDI,6642,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
125.614333,-18.3155849999999,1953,WASTWA530,1865,WA00423,,,,DISPOSAL,LANDFILL – PUTRESCIBLE,KARNPARRI COMMUNITY,KARNPARRI COMMUNITY WASTE MANAGEMENT FACILITY,WA,,ST GEORGE RANGES,6728,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
117.5921015,-33.6909674999999,1954,WASTWA547,,WA00440,DWER WA,,YES,DISPOSAL,LANDFILL – PUTRESCIBLE,KATANNING SHIRE COUNCIL,KATANNING SHIRE LANDFILL,WA,KATANNING - NYABING ROAD,KATANNING,6317,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
117.712798,-31.6895754999999,1955,WASTWA550,,WA00441,DWER WA,,,DROP-OFF,TRANSFER STATION,KELLERBERRIN SHIRE COUNCIL,KELLERBERRIN WASTE TRANSFER STATION,WA,INVERARITY ROAD,KELLERBERRIN,6410,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
117.622452,-34.464215,1956,WASTWA553,,WA00444,DWER WA,,,DROP-OFF,TRANSFER STATION,PLANTAGENET SHIRE COUNCIL,KENDENUP WASTE MANAGEMENT FACILITY,WA,LAKE MATILDA ROAD,KENDENUP,6323,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
117.1403275,-33.8199708999999,1957,WASTWA558,,WA00449,,,YES,RECYCLING,MATERIALS RECOVERY FACILITY (MRF),WARREN BLACKWOOD WASTE,KOJONUP MRF,WA,TUNNEY ROAD,KOJONUP,6395,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
117.146309,-33.81841,1958,WASTWA559,,WA00449,DWER WA,,YES,RECYCLING,MATERIALS RECOVERY FACILITY (MRF),KOJONUP SHIRE COUNCIL,KOJONUP WASTE FACILITY,WA,TUNNEY ROAD,KOJONUP,6395,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
117.146309,-33.81841,1959,WASTWA560,,WA00449,,,YES,RECYCLING,GLASS BENEFICIATION FACILITY,KOJONUP SHIRE COUNCIL,KOJONUP WASTE FACILITY,WA,TUNNEY ROAD,KOJONUP,6395,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
118.2299525,-32.510236,1960,WASTWA561,,WA00450,,,,DROP-OFF,TRANSFER STATION,KONDININ SHIRE COUNCIL,KONDININ TRANSFER STATION,WA,KONDININ LAKE ROAD,KONDININ,6367,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
124.761809,-18.582253,1961,WASTWA566,1863,WA00455,,,,DISPOSAL,LANDFILL – PUTRESCIBLE,KOORABYE COMMUNITY,KOORABYE COMMUNITY WASTE MANAGEMENT FACILITY,WA,,ST GEORGE RANGES,6728,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
115.118051,-34.26807,1962,WASTWA568,,WA00457,,,,DROP-OFF,TRANSFER STATION,AUGUSTA MARGARET RIVER SHIRE COUNCIL,KUDARDUP WASTE TRANSFER STATION,WA,POOLE ROAD,KUDARDUP,6290,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
118.095448,-33.1807209999999,1963,WASTWA569,,WA00458,DWER WA,,YES,DISPOSAL,LANDFILL – PUTRESCIBLE,DUMBLEYUNG SHIRE COUNCIL,KUKERIN WASTE FACILITY,WA,KUKERIN NORTH EAST ROAD,NORTH KUKERIN,6352,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
118.095448,-33.1807209999999,1964,WASTWA570,,WA00458,,,YES,RECYCLING,MATERIALS RECOVERY FACILITY (MRF),DUMBLEYUNG SHIRE COUNCIL,KUKERIN WASTE FACILITY,WA,KUKERIN NORTH EAST ROAD,NORTH KUKERIN,6352,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
118.095448,-33.1807209999999,1965,WASTWA571,,WA00458,,,YES,RECYCLING,C&D WASTE RECYCLING FACILITY,DUMBLEYUNG SHIRE COUNCIL,KUKERIN WASTE FACILITY,WA,KUKERIN NORTH EAST ROAD,NORTH KUKERIN,6352,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
118.095448,-33.1807209999999,1966,WASTWA572,,WA00458,,,YES,RECYCLING,METALS RECOVERY FACILITY,DUMBLEYUNG SHIRE COUNCIL,KUKERIN WASTE FACILITY,WA,KUKERIN NORTH EAST ROAD,NORTH KUKERIN,6352,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
118.1759045,-32.6587825,1967,WASTWA573,,WA00459,DWER WA,,,DROP-OFF,TRANSFER STATION,KULIN SHIRE COUNCIL,KULIN TRANSFER STATION,WA,TRUEBODY STREET,KULIN,6365,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
128.607592,-18.7837499999999,1968,WASTWA575,1861,WA00461,,,,DISPOSAL,LANDFILL – PUTRESCIBLE,KUNDAT DJARU COMMUNITY,KUNDAT DJARU COMMUNITY WASTE MANAGEMENT FACILITY,WA,,KUNDAT DJARU,6770,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
117.912529,-31.126456,1969,WASTWA576,,WA00462,DWER WA,,,DISPOSAL,LANDFILL – PUTRESCIBLE,TRAYNING SHIRE COUNCIL ,KUNUNOPPIN LANDFILL,WA,KAHL ROAD,SOUTH KUNUNOPPIN,6489,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
128.762255,-15.8108455,1970,WASTWA578,,WA00464,DWER WA,,,DISPOSAL,LANDFILL – PUTRESCIBLE,WYNDHAM EAST KIMBERLEY SHIRE COUNCIL,KUNUNURRA LANDFILL,WA,969 VICTORIA HIGHWAY,KUNUNURRA,6743,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
125.930666,-16.7120459999999,1971,WASTWA581,1860,WA00467,,,,DISPOSAL,LANDFILL – PUTRESCIBLE,KUPUNGARRI COMMUNITY,KUPUNGARRI COMMUNITY WASTE MANAGEMENT FACILITY,WA,,KING LEOPOLD RANGES,6728,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
121.325058,-30.820033,1972,WASTWA582,1859,WA00468,,,,DISPOSAL,LANDFILL – PUTRESCIBLE,KURRAWANG COMMUNITY,KURRAWANG COMMUNITY WASTE MANAGEMENT FACILITY,WA,,MOUNT BURGES,6429,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
115.797269,-32.2239759999999,1973,WASTWA586,,WA00472,,,,DISPOSAL,LANDFILL – PUTRESCIBLE,ALCOA OF AUSTRALIA LTD,KWINANA ALUMINA REFINERY LANDFILL,WA,RATCLIFFE ROAD,KWINANA BEACH,6167,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
118.513104,-33.0776354999999,1974,WASTWA599,,WA00485,DWER WA,,,DISPOSAL,LANDFILL – PUTRESCIBLE,LAKE GRACE SHIRE COUNCIL,LAKE GRACE LANDFILL,WA,BIDDY-CAMM ROAD,NORTH LAKE GRACE,6353,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
119.638144,-33.0890975,1975,WASTWA600,,WA00486,DWER WA,,,DISPOSAL,LANDFILL – PUTRESCIBLE,LAKE GRACE SHIRE COUNCIL,LAKE KING LANDFILL,WA,LAKE KING NEWDEGATE ROAD,LAKE KING,6356,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
127.530048,-18.335543,1976,WASTWA602,1858,WA00488,,,,DISPOSAL,LANDFILL – PUTRESCIBLE,LAMBOO GUNIAN COMMUNITY,LAMBOO GUNIAN COMMUNITY WASTE MANAGEMENT FACILITY,WA,,MUELLER RANGES,6770,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
115.849409,-31.8099089999999,1977,WASTWA608,,WA00491,,,,DISPOSAL,LANDFILL – PUTRESCIBLE,NON ORGANIC DISPOSALS,NON ORGANIC DISPOSALS,WA,50 DRIVER ROAD,DARCH,6065,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
115.8565063,-31.8004760699999,1978,WASTWA613,,WA00493,,,,RECYCLING,METALS RECOVERY FACILITY,RECYCAL,RECYCAL,WA,8-89 CHRISTABLE WAY,LANDSDALE,6065,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
116.4547395,-29.7462389999999,1979,WASTWA614,,WA00494,DWER WA,,,DISPOSAL,LANDFILL – PUTRESCIBLE,PERENJORI SHIRE COUNCIL,LATHAM REFUSE SITE,WA,SUMMERS ROAD,LATHAM,6616,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
122.4142175,-28.6437615,1980,WASTWA616,,WA00496,DWER WA,,,DISPOSAL,LANDFILL – PUTRESCIBLE,LAVERTON SHIRE COUNCIL,LAVERTON LANDFILL,WA,MEROLIA ROAD,LAVERTON,6440,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
120.7330995,-27.9109544999999,1981,WASTWA632,,WA00512,DWER WA,,,DISPOSAL,LANDFILL – PUTRESCIBLE,WMC RESOURCES LTD,LEINSTER TOWNSITE LANDFILL,WA,,LEINSTER,6437,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
121.356308,-28.8920775,1982,WASTWA633,,WA00513,DWER WA,,,DISPOSAL,LANDFILL – PUTRESCIBLE,LEONORA SHIRE COUNCIL,LEONORA LANDFILL,WA,LEONORA LAVERTON ROAD,LEONORA,6438,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
121.356308,-28.8920775,1983,WASTWA634,,WA00514,,,,DISPOSAL,LANDFILL – PUTRESCIBLE,ST BARBARA LIMITED,GWALIA MINESITE LANDFILL,WA,LEONORA LAVERTON ROAD,LEONORA,6438,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
122.892503,-16.522868,1984,WASTWA646,1857,WA00526,,,,DISPOSAL,LANDFILL – PUTRESCIBLE,LOMBADINA COMMUNITY,LOMBADINA COMMUNITY WASTE MANAGEMENT FACILITY,WA,,DAMPIER PENINSULA,6725,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
124.15319,-18.051663,1985,WASTWA647,,WA00527,,,,DISPOSAL,LANDFILL – PUTRESCIBLE,ANANGU PITJANTJATJARA YANKUNYTJATJARA ABORIGINAL C,LOOMA LANDFILL,WA,LOOMA COMMUNITY,CAMBALLIN,6728,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
116.0212563,-31.5669461699999,1986,WASTWA649,,WA00529,DWER WA,,YES,DISPOSAL,LANDFILL – PUTRESCIBLE,CHITTERING SHIRE COUNCIL,MUCHEA LANDFILL & RECYCLING CENTRE,WA,WANDENA ROAD,LOWER CHITTERING,6084,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
116.0212563,-31.5669461699999,1987,WASTWA650,,WA00529,,,YES,DROP-OFF,TRANSFER STATION,CHITTERING SHIRE COUNCIL,MUCHEA LANDFILL & RECYCLING CENTRE,WA,WANDENA ROAD,LOWER CHITTERING,6084,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
128.360363,-16.549946,1988,WASTWA672,1856,WA00544,,,,DISPOSAL,LANDFILL – PUTRESCIBLE,MANDANGALA COMMUNITY,MANDANGALA COMMUNITY WASTE MANAGEMENT FACILITY,WA,,LAKE ARGYLE,6743,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
117.017593,-31.629355,1989,WASTWA695,,WA00567,,,,DROP-OFF,TRANSFER STATION,CUNDERDIN SHIRE COUNCIL,MECKERING TRANSFER STATION,WA,VANZETTI STREET,MECKERING,6405,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
118.495135,-26.5684499999999,1990,WASTWA699,,WA00571,DWER WA,,,DISPOSAL,LANDFILL – PUTRESCIBLE,MEEKATHARRA SHIRE COUNCIL,MEEKATHARRA REFUSE SITE,WA,LOT 191 GREAT NORTHERN HIGHWAY,MEEKATHARRA,6642,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
118.2942605,-31.445645,1991,WASTWA712,,WA00584,,,YES,DROP-OFF,TRANSFER STATION,MERREDIN SHIRE COUNCIL,MERREDIN LANDFILL & RESOURCE RECOVERY SITE,WA,CHANDLER ROAD,MERREDIN,6415,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
118.2942605,-31.445645,1992,WASTWA713,,WA00584,DWER WA,,YES,DISPOSAL,LANDFILL – PUTRESCIBLE,MERREDIN SHIRE COUNCIL,MERREDIN LANDFILL AND RESOURCE RECOVERY,WA,CHANDLER ROAD,MERREDIN,6415,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
115.44867,-29.2100129999999,1993,WASTWA725,,WA00592,,,,DROP-OFF,TRANSFER STATION,MINGENEW SHIRE COUNCIL,MINGENEW WASTE TRANSFER STATION,WA,TIP ROAD,BUNDANOON,6522,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
117.211558,-20.808259,1994,WASTWA726,1854,WA00593,,,,DISPOSAL,LANDFILL – PUTRESCIBLE,MINGULLATHARNDO COMMUNITY,MINGULLATHARNDO COMMUNITY WASTE MANAGEMENT FACILIT,WA,,ROEBOURNE,6718,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
116.056904,-31.3537489999999,1995,WASTWA733,,WA00600,DWER WA,,YES,DISPOSAL,LANDFILL – PUTRESCIBLE,CHITTERING SHIRE COUNCIL,BINDOON LANDFILL & RECYCLING CENTRE,WA,MINGAH ROAD,MOOLIABEENEE,6504,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
116.056904,-31.3537489999999,1996,WASTWA734,,WA00600,,,YES,DROP-OFF,TRANSFER STATION,CHITTERING SHIRE COUNCIL,BINDOON LANDFILL & RECYCLING CENTRE,WA,MINGAH ROAD,MOOLIABEENEE,6504,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
126.443559,-18.779961,1997,WASTWA735,1853,WA00601,,,,DISPOSAL,LANDFILL – PUTRESCIBLE,MOONGARDIE COMMUNITY,MOONGARDIE COMMUNITY WASTE MANAGEMENT FACILITY,WA,,MUELLER RANGES,6770,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
115.9717823,-30.64491078,1998,WASTWA737,,WA00603,DWER WA,,,DISPOSAL,LANDFILL – PUTRESCIBLE,MOORA SHIRE COUNCIL,MOORA LANDFILL,WA,AIRSTRIP ROAD,MOORA,6510,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
119.1118988,-31.3165693199999,1999,WASTWA739,,WA00605,DWER WA,,,DISPOSAL,LANDFILL – PUTRESCIBLE,YILGARN SHIRE COUNCIL,MOORINE ROCK LANDFILL,WA,GREAT EASTERN HIGHWAY,MOORINE ROCK,6425,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
116.0202585,-29.232183,2000,WASTWA740,,WA00606,DWER WA,,YES,DISPOSAL,LANDFILL – PUTRESCIBLE,MORAWA SHIRE COUNCIL,MORAWA REFUSE & TRANSFER STATION,WA,JONES LAKE ROAD,MORAWA,6623,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
116.0202585,-29.232183,2001,WASTWA741,,WA00606,,,YES,DROP-OFF,TRANSFER STATION,MORAWA SHIRE COUNCIL,MORAWA REFUSE & TRANSFER STATION,WA,JONES LAKE ROAD,MORAWA,6623,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
116.0202585,-29.232183,2002,WASTWA742,,WA00606,,,YES,RECYCLING,MATERIALS RECOVERY FACILITY (MRF),MORAWA SHIRE COUNCIL,MORAWA REFUSE & TRANSFER STATION,WA,JONES LAKE ROAD,MORAWA,6623,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
116.0202585,-29.232183,2003,WASTWA743,,WA00606,,,YES,RECYCLING,METALS RECOVERY FACILITY,MORAWA SHIRE COUNCIL,MORAWA REFUSE & TRANSFER STATION,WA,JONES LAKE ROAD,MORAWA,6623,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
116.0202585,-29.232183,2004,WASTWA744,,WA00606,,,YES,RECYCLING,PAPER AND CARDBOARD RECYCLING FACILITY,MORAWA SHIRE COUNCIL,MORAWA REFUSE & TRANSFER STATION,WA,JONES LAKE ROAD,MORAWA,6623,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
116.0202585,-29.232183,2005,WASTWA745,,WA00606,,,YES,RECYCLING,GLASS REPROCESSING FACILITY,MORAWA SHIRE COUNCIL,MORAWA REFUSE & TRANSFER STATION,WA,JONES LAKE ROAD,MORAWA,6623,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
116.0202585,-29.232183,2006,WASTWA746,,WA00606,,,YES,RECYCLING,RUBBER RECYCLING FACILITY,MORAWA SHIRE COUNCIL,MORAWA REFUSE & TRANSFER STATION,WA,JONES LAKE ROAD,MORAWA,6623,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
116.0202585,-29.232183,2007,WASTWA747,,WA00606,,,YES,RECYCLING,ORGANICS RECYCLING FACILITY,MORAWA SHIRE COUNCIL,MORAWA REFUSE & TRANSFER STATION,WA,JONES LAKE ROAD,MORAWA,6623,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
117.7009355,-34.6630519999999,2008,WASTWA754,,WA00612,DWER WA,,,DISPOSAL,LANDFILL – PUTRESCIBLE,PLANTAGENET SHIRE COUNCIL,MT BARKER WASTE MANAGEMENT FACILITY,WA,O'NEILL ROAD,MOUNT BARKER,6324,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
117.868956,-28.061659,2009,WASTWA758,,WA00615,DWER WA,,,DISPOSAL,LANDFILL – PUTRESCIBLE,MOUNT MAGNET SHIRE COUNCIL,MOUNT MAGNET LANDFILL SITE,WA,TIP ROAD - LEAP YEAR ROAD,MOUNT MAGNET,6638,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
120.166097,-30.3793909999999,2010,WASTWA763,1983,WA00620,,,,DISPOSAL,LANDFILL – PUTRESCIBLE,ATA ENVIRONMENTAL,MOUNT WALTON INTRACTABLE WASTE REPOSITORY,WA,,WALLAROO,6429,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
123.702208,-17.370079,2011,WASTWA764,1852,WA00621,,,,DISPOSAL,LANDFILL – PUTRESCIBLE,MOWANJUM COMMUNITY,MOWANJUM COMMUNITY WASTE MANAGEMENT FACILITY,WA,,DERBY,6728,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
118.166928,-30.8485464999999,2012,WASTWA767,,WA00624,DWER WA,,,DISPOSAL,LANDFILL – PUTRESCIBLE,MUKINBUDIN SHIRE COUNCIL,MUKINBUDIN REFUSE SITE,WA,LOT 27216 MCGREGOR ROAD,BARBALIN,6479,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
127.61463,-20.0987009999999,2013,WASTWA768,1851,WA00625,,,,DISPOSAL,LANDFILL – PUTRESCIBLE,MULAN COMMUNITY,MULAN COMMUNITY WASTE MANAGEMENT FACILITY,WA,,STURT CREEK,6770,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
122.03899,-27.5640129999999,2014,WASTWA770,1850,WA00627,,,,DISPOSAL,LANDFILL – PUTRESCIBLE,MULGA QUEEN COMMUNITY,MULGA QUEEN COMMUNITY WASTE MANAGEMENT FACILITY,WA,,BANDYA,6440,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
115.510664,-28.5229095,2015,WASTWA771,,WA00628,DWER WA,,,DROP-OFF,TRANSFER STATION,GREATER GERALDTON CITY COUNCIL,MULLEWA WASTE MANAGEMENT FACILITY,WA,MULLEWA-CARNARVON ROAD,MULLEWA,6630,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
125.769348,-18.1635019999999,2016,WASTWA772,1849,WA00629,,,,DISPOSAL,LANDFILL – PUTRESCIBLE,MULUDJA COMMUNITY,MULUDJA COMMUNITY WASTE MANAGEMENT FACILITY,WA,,ST GEORGE RANGES,6728,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
116.066029,-33.5319709999999,2017,WASTWA773,,WA00630,DWER WA,,,DISPOSAL,LANDFILL – PUTRESCIBLE,DONNYBROOK BALINGUP SHIRE COUNCIL,MUMBALLUP WASTE MANAGEMENT FACILITY,WA,DONNYBROOK BOYUP BROOK ROAD,GLEN MERVYN,6239,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
120.8473485,-33.6795084999999,2018,WASTWA774,,WA00631,DWER WA,,YES,DISPOSAL,LANDFILL – PUTRESCIBLE,RAVENSTHORPE SHIRE COUNCIL,MUNGLINUP WASTE DISPOSAL SITE,WA,14314 REYNOLDS ROAD,MUNGLINUP,6450,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
120.8473485,-33.6795084999999,2019,WASTWA775,,WA00631,,,YES,DROP-OFF,TRANSFER STATION,RAVENSTHORPE SHIRE COUNCIL,MUNGLINUP WASTE DISPOSAL SITE,WA,14314 REYNOLDS ROAD,MUNGLINUP,6450,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
